key,fare_amount
2014-06-14 13:39:00.000000168,5.942755
2014-06-14 13:39:00.00000031,6.6811547
2014-06-14 13:39:00.000000116,6.464518
2014-06-14 13:39:00.00000051,5.4010043
2014-06-14 13:39:00.000000193,12.529168
2014-06-14 13:39:00.000000132,13.142621
2014-06-14 13:39:00.000000167,20.95981
2014-06-14 13:39:00.00000044,6.3001924
2014-06-14 13:39:00.000000138,7.4096227
2014-06-14 13:39:00.00000066,16.44257
2014-06-14 13:39:00.00000063,12.19134
2014-06-14 13:39:00.000000154,10.875611
2014-06-14 13:39:00.00000097,14.145291
2014-06-14 13:39:00.00000067,14.263519
2014-06-14 13:39:00.000000179,8.041685
2014-06-14 13:39:00.00000092,11.236408
2014-06-14 13:39:00.00000029,5.6687326
2014-06-14 13:39:00.000000177,5.7675858
2014-06-14 13:39:00.000000192,7.9518094
2014-06-14 13:39:00.000000181,6.6278853
2014-06-14 13:39:00.000000120,11.427927
2014-06-14 13:39:00.0000008,5.7823987
2014-06-14 13:39:00.000000103,5.26894
2014-06-14 13:39:00.00000049,18.178286
2014-06-14 13:39:00.000000108,7.3260202
2014-06-14 13:39:00.00000072,5.7560925
2014-06-14 13:39:00.000000182,11.744069
2014-06-14 13:39:00.00000061,7.309809
2014-06-14 13:39:00.00000093,10.679364
2014-06-14 13:39:00.000000170,11.700554
2014-06-14 13:39:00.000000147,44.81318
2014-06-14 13:39:00.000000140,5.771951
2014-06-14 13:39:00.000000159,5.1534452
2014-06-14 13:39:00.00000012,4.8748164
2014-06-14 13:39:00.00000025,7.141788
2014-06-14 13:39:00.000000156,5.966684
2014-06-14 13:39:00.000000152,8.07749
2014-06-14 13:39:00.000000129,10.61642
2014-06-14 13:39:00.000000119,19.679043
2014-06-14 13:39:00.000000118,6.142994
2014-06-14 13:39:00.00000076,5.425922
2014-06-14 13:39:00.000000135,7.241059
2014-06-14 13:39:00.00000023,17.380322
2014-06-14 13:39:00.00000082,10.81901
2014-06-14 13:39:00.000000125,11.35466
2014-06-14 13:39:00.00000075,9.419415
2014-06-14 13:39:00.000000124,6.7840533
2014-06-14 13:39:00.000000172,7.2140765
2014-06-14 13:39:00.00000024,15.108437
2014-06-14 13:39:00.000000169,15.066049
2014-06-14 13:39:00.00000052,11.884726
2014-06-14 13:39:00.000000161,14.308693
2014-06-14 13:39:00.00000038,7.722461
2014-06-14 13:39:00.00000035,11.0902605
2014-06-14 13:39:00.00000053,11.930296
2014-06-14 13:39:00.000000183,6.948743
2014-06-14 13:39:00.000000131,55.289993
2014-06-14 13:39:00.000000180,7.1785164
2014-06-14 13:39:00.000000130,9.780715
2014-06-14 13:39:00.00000032,4.5669637
2014-06-14 13:39:00.000000148,11.46631
2014-06-14 13:39:00.0000007,10.739809
2014-06-14 13:39:00.00000095,12.362633
2014-06-14 13:39:00.000000144,35.951
2014-06-14 13:39:00.000000141,34.93979
2014-06-14 13:39:00.000000162,20.43631
2014-06-14 13:39:00.00000018,11.397233
2014-06-14 13:39:00.00000054,10.5413885
2014-06-14 13:39:00.00000040,7.0556335
2014-06-14 13:39:00.00000096,7.568814
2014-06-14 13:39:00.00000055,25.359531
2014-06-14 13:39:00.000000109,10.559859
2014-06-14 13:39:00.000000151,7.3156085
2014-06-14 13:39:00.00000016,10.76094
2014-06-14 13:39:00.00000062,10.297178
2014-06-14 13:39:00.000000191,9.948035
2014-06-14 13:39:00.00000034,8.43969
2014-06-14 13:39:00.000000160,6.5907254
2014-06-14 13:39:00.00000013,6.9431734
2014-06-14 13:39:00.000000188,5.717576
2014-06-14 13:39:00.00000086,8.3421755
2014-06-14 13:39:00.000000185,12.366785
2014-06-14 13:39:00.00000074,8.690468
2014-06-14 13:39:00.00000022,19.08406
2014-06-14 13:39:00.00000036,5.6380024
2014-06-14 13:39:00.000000126,5.0331635
2014-06-14 13:39:00.000000190,6.872353
2014-06-14 13:39:00.00000042,6.975787
2014-06-14 13:39:00.000000178,7.314586
2014-06-14 13:39:00.000000163,5.506446
2014-06-14 13:39:00.00000020,13.098243
2014-06-14 13:39:00.00000098,6.487944
2014-06-14 13:39:00.000000114,22.041689
2014-06-14 13:39:00.00000045,8.967264
2014-06-14 13:39:00.00000094,5.4954295
2014-06-14 13:39:00.000000146,10.376364
2014-06-14 13:39:00.00000033,9.1443205
2014-06-14 13:39:00.000000143,5.7709546
2014-06-14 13:39:00.000000107,6.9714327
2014-06-14 13:39:00.00000048,10.39029
2014-06-14 13:39:00.00000043,11.73424
2014-06-14 13:39:00.000000123,10.431481
2014-06-14 13:39:00.000000134,8.399015
2014-06-14 13:39:00.000000142,6.728461
2014-06-14 13:39:00.000000122,11.971267
2014-06-14 13:39:00.000000176,9.986421
2011-12-12 09:42:12.0000004,6.1792793
2011-12-12 09:42:12.0000002,4.368813
2011-12-12 09:42:12.0000001,11.939374
2011-12-12 09:42:12.0000003,7.6775947
2011-12-12 09:42:12.0000005,8.023901
2013-06-27 00:20:40.0000001,18.485094
2013-06-27 00:20:40.0000003,10.912095
2009-02-20 13:34:16.0000001,8.461853
2009-02-20 13:34:16.0000002,12.622224
2009-02-20 13:34:16.0000003,6.809617
2010-08-22 21:14:08.0000001,28.899588
2010-08-22 21:14:08.0000005,15.555592
2010-08-22 21:14:08.0000003,4.747679
2010-08-22 21:14:08.0000002,8.365749
2012-08-06 08:58:08.0000002,4.8443847
2012-08-06 08:58:08.0000001,17.036863
2013-11-04 08:34:12.0000003,5.4882464
2013-11-04 08:34:12.0000001,10.862305
2013-11-04 08:34:12.0000002,10.8139305
2011-06-24 20:34:48.0000002,8.054489
2011-06-24 20:34:48.0000001,17.748697
2011-03-28 20:38:36.0000003,6.2072515
2011-03-28 20:38:36.0000004,4.1385694
2011-03-28 20:38:36.0000002,7.867061
2011-08-14 20:36:28.0000004,6.410832
2011-08-14 20:36:28.0000001,6.957486
2011-08-14 20:36:28.0000003,20.530186
2011-08-14 20:36:28.0000002,6.8893533
2015-02-21 15:52:44.0000004,20.01111
2015-02-21 15:52:44.0000003,9.327653
2015-02-21 15:52:44.0000002,17.862146
2015-02-21 15:52:44.0000001,9.610773
2013-01-29 11:29:52.0000001,10.988582
2014-09-12 19:03:48.0000001,10.072981
2013-11-09 18:52:40.0000004,8.854637
2013-11-09 18:52:40.0000002,13.079568
2013-04-25 16:10:04.0000001,55.628292
2013-04-25 16:10:04.0000002,7.825131
2013-09-07 14:37:52.0000001,8.26539
2013-09-07 14:37:52.0000002,9.742624
2013-09-07 14:37:52.0000003,6.1858234
2011-05-21 13:16:20.0000004,5.4984484
2011-05-21 13:16:20.0000001,6.4340296
2011-05-21 13:16:20.0000003,8.867073
2011-11-25 16:36:24.0000002,6.718755
2011-11-25 16:36:24.0000001,11.987517
2015-01-31 20:54:04.0000001,5.868237
2010-11-01 23:31:28.0000002,7.2491345
2010-11-01 23:31:28.0000001,8.952727
2010-11-01 23:31:28.0000003,9.489806
2011-03-24 15:57:04.0000003,4.770369
2011-03-24 15:57:04.0000001,7.326271
2010-05-10 10:37:04.0000005,5.9280267
2010-05-10 10:37:04.0000002,5.4218025
2010-05-10 10:37:04.0000003,8.784706
2010-05-10 10:37:04.0000006,9.230673
2012-06-09 16:53:44.0000002,7.9053807
2012-08-22 22:39:20.0000003,17.325737
2012-08-22 22:39:20.0000001,5.5340614
2012-12-23 02:29:16.0000001,14.607269
2012-06-30 15:55:12.0000004,12.039568
2012-06-30 15:55:12.0000002,7.03508
2012-06-30 15:55:12.0000003,12.4447155
2012-06-30 15:55:12.0000001,6.6496215
2011-10-02 23:36:00.00000056,12.108068
2011-10-02 23:36:00.00000086,14.48001
2011-10-02 23:36:00.00000081,14.487325
2011-10-02 23:36:00.0000009,4.3630724
2011-10-02 23:36:00.00000041,12.230246
2011-10-02 23:36:00.00000091,4.6526504
2011-10-02 23:36:00.0000008,12.148923
2011-10-02 23:36:00.00000015,26.313015
2011-10-02 23:36:00.00000014,10.279208
2011-10-02 23:36:00.00000047,6.9765005
2011-10-02 23:36:00.00000076,6.84105
2011-10-02 23:36:00.00000011,7.7629457
2011-10-02 23:36:00.00000075,5.5485463
2011-10-02 23:36:00.00000035,6.7682257
2011-10-02 23:36:00.00000099,6.544935
2011-10-02 23:36:00.00000062,9.095657
2011-10-02 23:36:00.00000085,7.9108677
2011-10-02 23:36:00.00000043,19.116316
2011-10-02 23:36:00.00000071,10.33218
2011-10-02 23:36:00.00000023,6.220068
2011-10-02 23:36:00.00000092,5.934402
2011-10-02 23:36:00.00000037,9.402894
2011-10-02 23:36:00.00000083,9.235566
2011-10-02 23:36:00.00000054,11.55656
2011-10-02 23:36:00.00000073,10.6300745
2011-10-02 23:36:00.0000005,7.181815
2011-10-02 23:36:00.00000095,5.106513
2011-10-02 23:36:00.00000088,6.031795
2011-10-02 23:36:00.00000030,8.295894
2011-10-02 23:36:00.0000007,13.421442
2011-10-02 23:36:00.00000013,9.261555
2011-10-02 23:36:00.00000065,27.170128
2011-10-02 23:36:00.00000089,48.071056
2011-10-02 23:36:00.00000096,7.9738264
2011-10-02 23:36:00.00000039,8.851903
2011-10-02 23:36:00.00000038,27.135847
2011-10-02 23:36:00.00000067,17.095568
2011-10-02 23:36:00.00000077,9.9751625
2011-10-02 23:36:00.00000020,16.519709
2011-10-02 23:36:00.00000063,16.154844
2011-10-02 23:36:00.00000012,8.392897
2011-10-02 23:36:00.00000058,15.151969
2011-10-02 23:36:00.00000026,10.178388
2011-10-02 23:36:00.00000074,20.322176
2011-10-02 23:36:00.00000059,13.979726
2011-10-02 23:36:00.00000090,13.967434
2011-10-02 23:36:00.0000004,29.539217
2011-10-02 23:36:00.0000003,13.406056
2011-10-02 23:36:00.00000021,15.6481695
2011-10-02 23:36:00.00000097,7.682114
2011-10-02 23:36:00.00000036,16.156906
2011-10-02 23:36:00.00000024,20.468208
2011-10-02 23:36:00.00000082,46.77715
2011-10-02 23:36:00.000000100,8.509013
2011-10-02 23:36:00.00000040,4.684572
2011-10-02 23:36:00.00000022,4.7970214
2013-03-21 12:47:28.0000006,12.212492
2013-03-21 12:47:28.0000008,10.260148
2013-03-21 12:47:28.0000003,12.996719
2013-03-21 12:47:28.0000005,6.661322
2013-03-21 12:47:28.0000002,7.892224
2013-06-07 03:02:56.0000002,17.675001
2013-06-07 03:02:56.0000001,7.439679
2010-09-05 22:31:32.0000002,33.686077
2013-07-12 23:33:24.0000001,9.83976
2009-12-03 02:32:08.0000001,19.434221
2009-10-15 03:50:36.0000001,5.395299
2011-09-25 22:36:32.0000002,20.523058
2011-09-25 22:36:32.0000001,10.513815
2015-06-08 20:02:56.0000001,10.20783
2014-07-16 08:03:32.0000002,11.539188
2014-07-16 08:03:32.0000001,13.164675
2011-12-15 13:14:32.0000002,8.863399
2011-12-15 13:14:32.0000001,5.526145
2011-10-11 22:13:48.0000002,13.765127
2011-10-11 22:13:48.0000005,9.07585
2011-10-11 22:13:48.0000003,7.4089174
2013-09-14 16:53:20.0000001,9.933501
2013-09-14 16:53:20.0000002,11.485292
2014-02-06 09:09:56.0000004,5.9739327
2014-02-06 09:09:56.0000003,6.0198903
2014-02-06 09:09:56.0000001,5.8310795
2009-06-10 16:55:00.00000081,28.692709
2009-06-10 16:55:00.00000029,5.2311764
2009-06-10 16:55:00.000000109,8.347353
2009-06-10 16:55:00.00000098,47.320927
2009-06-10 16:55:00.00000054,11.008412
2009-06-10 16:55:00.00000021,29.948952
2009-06-10 16:55:00.00000012,7.7013044
2009-06-10 16:55:00.00000033,5.657855
2009-06-10 16:55:00.00000024,8.695658
2009-06-10 16:55:00.00000099,10.235151
2009-06-10 16:55:00.0000009,7.38898
2009-06-10 16:55:00.000000158,5.440953
2009-06-10 16:55:00.000000141,4.8947754
2009-06-10 16:55:00.00000093,7.4596524
2009-06-10 16:55:00.000000161,10.078161
2009-06-10 16:55:00.00000088,5.4654675
2009-06-10 16:55:00.0000003,8.305601
2009-06-10 16:55:00.00000018,5.27555
2009-06-10 16:55:00.00000047,6.9796352
2009-06-10 16:55:00.000000154,9.750462
2009-06-10 16:55:00.000000131,9.173869
2009-06-10 16:55:00.00000046,11.952304
2009-06-10 16:55:00.0000004,6.249232
2009-06-10 16:55:00.000000107,7.011756
2009-06-10 16:55:00.000000114,7.0871525
2009-06-10 16:55:00.000000117,8.033564
2009-06-10 16:55:00.000000162,10.172359
2009-06-10 16:55:00.00000049,11.38744
2009-06-10 16:55:00.00000069,7.8518224
2009-06-10 16:55:00.000000111,8.229944
2009-06-10 16:55:00.00000083,4.379173
2009-06-10 16:55:00.000000166,55.861362
2009-06-10 16:55:00.000000135,10.08735
2009-06-10 16:55:00.00000044,29.79781
2009-06-10 16:55:00.00000085,8.441638
2009-06-10 16:55:00.000000115,6.424699
2009-06-10 16:55:00.000000108,5.871836
2009-06-10 16:55:00.00000034,6.213193
2009-06-10 16:55:00.00000060,14.917097
2009-06-10 16:55:00.000000120,5.461958
2009-06-10 16:55:00.000000174,30.644354
2009-06-10 16:55:00.0000007,7.070514
2009-06-10 16:55:00.000000159,8.399971
2009-06-10 16:55:00.000000171,19.759949
2009-06-10 16:55:00.000000145,10.910806
2009-06-10 16:55:00.00000074,8.103214
2009-06-10 16:55:00.000000138,11.479351
2009-06-10 16:55:00.00000048,5.579787
2009-06-10 16:55:00.000000101,5.350838
2009-06-10 16:55:00.000000153,5.3925424
2009-06-10 16:55:00.0000002,8.169275
2009-06-10 16:55:00.00000037,8.8874035
2009-06-10 16:55:00.000000151,9.486288
2009-06-10 16:55:00.000000127,27.703403
2009-06-10 16:55:00.000000144,29.03942
2009-06-10 16:55:00.000000165,12.637986
2009-06-10 16:55:00.0000008,5.312142
2009-06-10 16:55:00.000000122,8.096888
2009-06-10 16:55:00.00000055,28.387339
2009-06-10 16:55:00.00000079,4.8293786
2009-06-10 16:55:00.00000016,16.175064
2009-06-10 16:55:00.000000160,17.93425
2009-06-10 16:55:00.000000139,4.9249363
2009-06-10 16:55:00.00000075,5.8606367
2009-06-10 16:55:00.00000017,7.1240954
2009-06-10 16:55:00.00000070,5.7809787
2009-06-10 16:55:00.000000118,10.155074
2009-06-10 16:55:00.00000066,10.613706
2009-06-10 16:55:00.000000164,5.7661552
2009-06-10 16:55:00.000000100,10.334628
2009-06-10 16:55:00.00000082,8.117956
2009-06-10 16:55:00.00000090,11.575954
2009-06-10 16:55:00.000000125,11.780051
2009-06-10 16:55:00.000000149,6.9963446
2009-06-10 16:55:00.00000068,11.997055
2009-06-10 16:55:00.00000039,5.7049804
2009-06-10 16:55:00.000000124,4.7952547
2009-06-10 16:55:00.00000053,5.4857597
2009-06-10 16:55:00.00000045,8.003673
2009-06-10 16:55:00.000000102,6.1147194
2009-06-10 16:55:00.000000140,7.014356
2009-06-10 16:55:00.000000148,7.400549
2009-06-10 16:55:00.000000147,6.2450056
2009-06-10 16:55:00.00000097,7.5567794
2009-06-10 16:55:00.00000094,7.481125
2009-06-10 16:55:00.00000078,8.24655
2009-06-10 16:55:00.00000035,6.3380075
2009-06-10 16:55:00.00000072,7.1897707
2009-06-10 16:55:00.00000031,5.649376
2009-06-10 16:55:00.00000056,7.602689
2009-06-10 16:55:00.000000128,18.047178
2009-06-10 16:55:00.00000057,6.7899876
2009-06-10 16:55:00.00000030,7.840347
2009-06-10 16:55:00.00000043,9.983403
2009-06-10 16:55:00.000000146,7.629923
2009-06-10 16:55:00.00000010,7.7721605
2009-06-10 16:55:00.00000067,10.428925
2009-06-10 16:55:00.000000119,5.7630854
2009-06-10 16:55:00.00000076,16.312923
2009-06-10 16:55:00.00000025,7.272337
2009-06-10 16:55:00.00000071,17.562052
2009-06-10 16:55:00.000000143,8.7829485
2013-06-26 11:19:36.0000002,4.957124
2014-09-05 10:02:48.0000004,5.518862
2014-09-05 10:02:48.0000002,9.065491
2014-09-05 10:02:48.0000001,35.74062
2014-09-05 10:02:48.0000003,9.40113
2012-09-19 12:31:40.0000001,9.389021
2012-09-19 12:31:40.0000002,6.891584
2009-03-22 04:31:40.0000002,18.600134
2009-08-27 02:31:44.0000001,18.579538
2009-05-02 20:11:32.0000001,10.024372
2009-05-02 20:11:32.0000004,7.8325753
2011-02-20 02:31:16.0000002,7.0326004
2011-02-20 02:31:16.0000001,19.354973
2011-06-24 12:03:00.00000010,5.968239
2011-06-24 12:03:00.00000067,11.42106
2011-06-24 12:03:00.00000071,11.867365
2011-06-24 12:03:00.000000100,6.512752
2011-06-24 12:03:00.000000145,8.86874
2011-06-24 12:03:00.000000152,8.732376
2011-06-24 12:03:00.00000026,12.675303
2011-06-24 12:03:00.000000199,5.1871614
2011-06-24 12:03:00.000000195,5.4444833
2011-06-24 12:03:00.000000119,5.9195366
2011-06-24 12:03:00.00000086,9.088608
2011-06-24 12:03:00.00000012,6.8474894
2011-06-24 12:03:00.00000097,19.46935
2011-06-24 12:03:00.00000058,5.2225995
2011-06-24 12:03:00.000000176,4.9409976
2011-06-24 12:03:00.000000139,4.588478
2011-06-24 12:03:00.00000048,7.507638
2011-06-24 12:03:00.000000159,6.792575
2011-06-24 12:03:00.00000079,6.378203
2011-06-24 12:03:00.000000138,7.2918987
2011-06-24 12:03:00.000000135,11.504055
2011-06-24 12:03:00.000000173,8.91993
2011-06-24 12:03:00.000000162,11.733673
2011-06-24 12:03:00.00000018,9.724086
2011-06-24 12:03:00.000000136,6.4317746
2011-06-24 12:03:00.000000185,7.7242093
2011-06-24 12:03:00.00000069,6.552099
2011-06-24 12:03:00.000000105,7.3026543
2011-06-24 12:03:00.000000180,6.2064266
2011-06-24 12:03:00.00000053,9.290137
2011-06-24 12:03:00.000000142,7.1964664
2011-06-24 12:03:00.000000188,9.738754
2011-06-24 12:03:00.00000089,4.324997
2011-06-24 12:03:00.000000109,7.106868
2011-06-24 12:03:00.00000074,6.731319
2011-06-24 12:03:00.000000113,10.323543
2011-06-24 12:03:00.00000044,5.736932
2011-06-24 12:03:00.000000183,5.626894
2011-06-24 12:03:00.00000047,9.362389
2011-06-24 12:03:00.0000006,9.203963
2011-06-24 12:03:00.0000005,8.335152
2011-06-24 12:03:00.000000200,9.595929
2011-06-24 12:03:00.000000127,8.789884
2011-06-24 12:03:00.000000120,10.961308
2011-06-24 12:03:00.000000133,5.6532917
2011-06-24 12:03:00.00000073,6.0480866
2011-06-24 12:03:00.000000101,4.785083
2011-06-24 12:03:00.000000187,10.344326
2011-06-24 12:03:00.000000122,8.788808
2011-06-24 12:03:00.000000175,6.464357
2011-06-24 12:03:00.000000154,10.724597
2011-06-24 12:03:00.000000197,8.360079
2011-06-24 12:03:00.00000017,8.388207
2011-06-24 12:03:00.000000186,10.097518
2011-06-24 12:03:00.00000020,9.350195
2011-06-24 12:03:00.00000035,11.012562
2011-06-24 12:03:00.000000193,8.345825
2011-06-24 12:03:00.000000201,7.810868
2011-06-24 12:03:00.00000054,26.594032
2011-06-24 12:03:00.00000075,7.8474803
2011-06-24 12:03:00.000000114,8.111205
2011-06-24 12:03:00.00000062,27.239609
2011-06-24 12:03:00.00000055,26.883125
2011-06-24 12:03:00.00000025,6.1106734
2011-06-24 12:03:00.00000022,5.809363
2011-06-24 12:03:00.000000144,12.877081
2011-06-24 12:03:00.000000177,5.987922
2011-06-24 12:03:00.000000124,6.3018475
2011-06-24 12:03:00.00000094,4.6703935
2011-06-24 12:03:00.00000041,6.807752
2011-06-24 12:03:00.000000141,6.6770425
2011-06-24 12:03:00.00000092,8.222954
2011-06-24 12:03:00.000000189,17.668722
2011-06-24 12:03:00.000000171,11.535647
2011-06-24 12:03:00.000000157,7.0800495
2011-06-24 12:03:00.000000179,8.5078
2011-06-24 12:03:00.000000107,11.588427
2011-06-24 12:03:00.00000095,15.906884
2011-06-24 12:03:00.00000076,12.149542
2011-06-24 12:03:00.000000156,7.385475
2011-06-24 12:03:00.000000111,29.809393
2011-06-24 12:03:00.000000116,8.467721
2011-06-24 12:03:00.00000033,10.782649
2011-06-24 12:03:00.00000082,5.0088544
2011-06-24 12:03:00.00000078,5.9002223
2011-06-24 12:03:00.00000051,9.450031
2011-06-24 12:03:00.000000143,10.86198
2011-06-24 12:03:00.000000126,13.436977
2011-06-24 12:03:00.00000088,9.334856
2011-06-24 12:03:00.000000191,17.892355
2011-06-24 12:03:00.00000063,13.688409
2011-06-24 12:03:00.00000045,14.206548
2011-06-24 12:03:00.00000060,7.123991
2011-06-24 12:03:00.00000040,30.957655
2011-06-24 12:03:00.00000057,8.92507
2011-06-24 12:03:00.00000013,5.6813273
2011-06-24 12:03:00.00000068,29.65243
2011-06-24 12:03:00.000000165,4.738724
2011-06-24 12:03:00.00000056,5.5159
2011-06-24 12:03:00.000000150,7.561335
2011-06-24 12:03:00.00000052,5.420119
2011-06-24 12:03:00.00000085,48.311882
2011-06-24 12:03:00.000000190,7.469964
2011-06-24 12:03:00.00000072,6.9497337
2011-06-24 12:03:00.000000137,5.1923785
2011-06-24 12:03:00.000000102,6.2784157
2011-06-24 12:03:00.000000106,7.9194803
2011-06-24 12:03:00.000000118,5.0916815
2011-06-24 12:03:00.00000046,12.839936
2011-06-24 12:03:00.000000110,11.968638
2011-06-24 12:03:00.000000181,5.6421566
2011-06-24 12:03:00.000000194,5.4611225
2011-06-24 12:03:00.00000061,12.451122
2011-06-24 12:03:00.0000001,9.521792
2011-06-24 12:03:00.00000087,8.990951
2011-06-24 12:03:00.00000066,5.6266274
2011-06-24 12:03:00.000000146,7.1942906
2011-06-24 12:03:00.000000149,48.750446
2011-06-24 12:03:00.00000038,10.37891
2011-06-24 12:03:00.000000196,7.885655
2011-06-24 12:03:00.00000093,7.878195
2011-06-24 12:03:00.000000170,5.6772385
2011-06-24 12:03:00.000000168,9.080737
2011-06-24 12:03:00.0000002,12.859476
2011-06-24 12:03:00.00000042,13.382215
2014-06-15 07:06:00.0000006,4.9998255
2014-06-15 07:06:00.00000037,8.899179
2014-06-15 07:06:00.00000025,6.366812
2014-06-15 07:06:00.0000008,10.669044
2014-06-15 07:06:00.00000036,42.045418
2014-06-15 07:06:00.00000042,23.144583
2014-06-15 07:06:00.00000033,5.211782
2014-06-15 07:06:00.00000013,9.81619
2014-06-15 07:06:00.00000035,55.937534
2014-06-15 07:06:00.00000030,10.3589945
2014-06-15 07:06:00.00000024,7.557449
2014-06-15 07:06:00.00000031,10.207443
2014-06-15 07:06:00.0000009,14.522317
2014-06-15 07:06:00.00000039,55.53268
2014-06-15 07:06:00.00000010,6.0941644
2014-06-15 07:06:00.00000019,14.906066
2014-06-15 07:06:00.00000041,7.2109666
2014-06-15 07:06:00.00000028,16.660728
2014-06-15 07:06:00.00000014,54.905605
2014-06-15 07:06:00.0000003,14.416552
2014-06-15 07:06:00.00000017,55.84281
2014-06-15 07:06:00.00000015,17.49677
2014-06-15 07:06:00.00000026,6.1263638
2014-06-15 07:06:00.0000002,14.198055
2014-06-15 07:06:00.00000040,5.1238313
2014-06-15 07:06:00.00000016,5.9386683
2014-06-06 16:22:20.0000003,6.0386467
2014-06-06 16:22:20.0000002,8.646809
2015-05-30 21:29:04.0000004,13.815638
2015-05-30 21:29:04.0000007,16.204594
2015-05-30 21:29:04.0000003,11.576882
2015-05-30 21:29:04.0000001,7.876505
2009-10-26 12:01:36.0000001,10.246399
2009-10-26 12:01:36.0000002,7.9644284
2009-10-26 12:01:36.0000005,6.617684
2009-10-26 12:01:36.0000003,7.014566
2013-02-02 15:45:08.0000003,8.358728
2013-02-02 15:45:08.0000001,9.6964
2013-02-02 15:45:08.0000002,10.512779
2015-04-15 06:47:04.0000001,9.173557
2015-04-15 06:47:04.0000002,11.738309
2010-12-14 23:27:36.0000001,5.7614427
2009-03-05 11:03:04.0000002,4.8608537
2009-03-05 11:03:04.0000001,12.905212
2013-07-18 12:23:40.0000003,5.5440574
2013-07-18 12:23:40.0000002,5.919654
2013-07-18 12:23:40.0000001,7.8278046
2014-04-14 13:48:32.0000004,9.987254
2014-04-14 13:48:32.0000003,5.8816786
2014-08-18 05:33:08.0000001,8.592822
2012-01-28 03:14:28.0000001,29.499907
2009-09-14 02:19:00.00000014,10.24827
2009-09-14 02:19:00.00000035,9.559028
2009-09-14 02:19:00.00000040,6.810609
2009-09-14 02:19:00.00000031,4.9340105
2009-09-14 02:19:00.0000003,4.726218
2009-09-14 02:19:00.00000025,8.636795
2009-09-14 02:19:00.0000008,7.5255404
2009-09-14 02:19:00.00000024,9.918223
2009-09-14 02:19:00.00000021,10.990499
2009-09-14 02:19:00.00000036,10.186813
2009-09-14 02:19:00.0000009,51.82592
2009-09-14 02:19:00.0000001,8.672811
2009-09-14 02:19:00.00000018,4.4652295
2009-09-14 02:19:00.00000039,6.824615
2009-09-14 02:19:00.0000002,12.830014
2009-09-14 02:19:00.00000038,9.451107
2009-09-14 02:19:00.00000020,17.11919
2009-09-14 02:19:00.00000028,6.800712
2009-09-14 02:19:00.00000026,19.28302
2009-09-14 02:19:00.00000017,7.5903296
2009-09-14 02:19:00.00000030,7.047781
2009-09-14 02:19:00.00000016,5.7162986
2009-09-14 02:19:00.0000006,7.301605
2009-09-14 02:19:00.0000007,8.878991
2011-08-14 14:17:28.0000003,7.9576626
2011-08-14 14:17:28.0000001,5.4424973
2011-08-14 14:17:28.0000004,6.3111005
2011-08-14 14:17:28.0000002,5.6398773
2011-08-14 14:17:28.0000005,12.690979
2014-03-17 16:07:56.0000002,54.943047
2010-11-03 21:09:56.0000002,5.552845
2010-11-03 21:09:56.0000001,11.637214
2012-12-11 23:37:08.0000002,9.7349205
2012-12-11 23:37:08.0000005,8.879045
2012-12-11 23:37:08.0000004,7.549995
2012-12-11 23:37:08.0000006,9.3256235
2012-12-11 23:37:08.0000003,5.5324364
2012-12-11 23:37:08.0000001,17.317825
2015-06-24 14:19:52.0000001,12.570271
